Object Id,Facility ID,Facility Name,Address,City,State,ZIP Code,Phone Number,County,Country,Latitude,Longitude,Website,Helipad
7262,3839474,JEFFERSON DAVIS COMMUNITY HOSPITAL,1102 ROSE STREET,PRENTISS,MS,39474,(601) 792-4276,JEFFERSON DAVIS,39,31.59463819,-89.8722649,http://www.jdchospital.com,Y
7263,171539328,JOHN C STENNIS MEMORIAL HOSPITAL,14365 HIGHWAY 16 WEST,DEKALB,MS,39328,(769) 486-1000,KEMPER,100,32.77782229,-88.67962197,http://www.johncstennismemorialhospital.com/jcsmh/,Y
7264,7139747,KILMICHAEL HOSPITAL,301 LAMAR STREET,KILMICHAEL,MS,39747,(662) 262-4311,MONTGOMERY,57,33.44138187,-89.57281789,NOT AVAILABLE,N
7265,6239601,KING'S DAUGHTERS MEDICAL CENTER,427 HIGHWAY 51 NORTH,BROOKHAVEN,MS,39601,(601) 833-6011,LINCOLN,27,31.58916309,-90.45781796,http://www.kdmc.org,Y
7266,7439365,LAIRD HOSPITAL,25117 HIGHWAY 15,UNION,MS,39365,(601) 774-8214,NEWTON,72,32.57587486,-89.10376033,http://www.lairdhospital.com/lh/,Y
7267,10639111,MAGEE GENERAL HOSPITAL,300 S. E. THIRD AVENUE,MAGEE,MS,39111,(601) 849-5070,SIMPSON,169,31.87118017,-89.72902186,http://www.mghosp.org,Y
7268,639204,MERIT HEALTH CENTRAL,1850 CHADWICK DRIVE,JACKSON,MS,39204,(601) 376-1000,HINDS,87,32.28776853,-90.25451918,http://www.merithealthcentral.com/,Y
7269,4339121,MERIT HEALTH NATCHEZ,54 SEARGENT PRENTISS DRIVE,NATCHEZ,MS,39121,(601) 443-2100,ADAMS,141,31.52748985,-91.3917923,http://www.merithealthnatchez.com/,Y
7270,5739296,MERIT HEALTH RIVER OAKS,1030 RIVER OAKS DRIVE,FLOWOOD,MS,39296,(601) 932-1030,RANKIN,88,32.32533746,-90.1054109,http://www.merithealthriveroaks.com/,Y
7271,8039183,MERIT HEALTH RIVER REGION,2100 HIGHWAY 61 NORTH,VICKSBURG,MS,39183,(601) 883-5000,WARREN,155,32.37437276,-90.82452733,http://www.merithealthriverregion.com/merit-health-river-region/home.aspx,Y
7272,6139232,MERIT HEALTH WOMEN'S HOSPITAL,1026 NORTH FLOWOOD DRIVE,FLOWOOD,MS,39232,(601) 932-1000,RANKIN,28,32.32965119,-90.10133418,http://www.merithealthwomanshospital.com/,N
7273,12638654,METHODIST HEALTH CARE - OLIVE BRANCH HOSPITAL,4250 BETHEL ROAD,OLIVE BRANCH,MS,38654,(662) 932-9000,DESOTO,35,34.92264456,-89.79202702,http://www.methodisthealth.org/locations/methodist-olive-branch-hospital/,Y
7274,5067058,HARPER HOSPITAL DISTRICT NO 5,700 WEST 13TH,HARPER,KS,67058,(620) 896-7324,HARPER,111,37.28398912,-98.03292624,http://www.hhd5.com,N
7275,739202,MS BAPTIST MEDICAL CENTER,1225 NORTH STATE STREET,JACKSON,MS,39202,(601) 968-1000,HINDS,44,32.3147564,-90.17944559,http://www.mbhs.org,Y
7276,3239216,MS METHODIST REHABILITATION CENTER,1350 EAST WOODROW WILSON DRIVE,JACKSON,MS,39216,(601) 981-2611,HINDS,179,32.32835321,-90.17223839,http://www.methodistrehab.org,Y
7277,7339350,NESHOBA COUNTY GENERAL HOSPITAL,1001 HOLLAND AVENUE,PHILADELPHIA,MS,39350,(601) 663-1200,NESHOBA,76,32.75696071,-89.10626096,http://www.neshobageneral.com,Y
7278,6938821,NORTH MISSISSIPPI HEALTH GILMORE MEMORIAL,1105 EARL FRYE BOULEVARD,AMORY,MS,38821,(662) 256-7111,MONROE,164,33.97772925,-88.47660447,http://www.merithealthgilmore.com/,Y
7279,5438801,NORTH MS MEDICAL CENTER,830 SOUTH GLOSTER,TUPELO,MS,38801,(662) 377-3000,LEE,145,34.24195934,-88.71644811,http://www.nmhs.net,Y
7280,5538804,NORTH MS STATE HOSPITAL,1937 BRIAR RIDGE ROAD,TUPELO,MS,38804,(662) 690-4200,LEE,184,34.23760657,-88.67182751,http://www.nmsh.state.ms.us,N
7281,10138668,NORTH OAK REGIONAL MEDICAL CENTER,401 GETWELL DRIVE,SENATOBIA,MS,38668,(662) 562-3100,TATE,98,34.62461973,-89.95627268,http://www.normc.org,N
7282,9738771,NORTH SUNFLOWER MEDICAL CENTER,840 NORTH OAK AVENUE,RULEVILLE,MS,38771,(662) 756-2711,SUNFLOWER,67,33.7344354,-90.54545455,http://www.northsunflower.com,Y
7283,2338614,NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER,1970 HOSPITAL DRIVE,CLARKSDALE,MS,38614,(662) 627-3211,COAHOMA,120,34.19596032,-90.55221628,http://www.merithealthnorthwestms.com/locations/merit-health-northwest-mississippi,Y
7284,7639341,NOXUBEE GENERAL CRITICAL ACCESS HOSPITAL,78 HOSPITAL ROAD,MACON,MS,39341,(662) 726-4231,NOXUBEE,103,33.1222328,-88.55860538,http://www.ngcah.com/,Y
7285,9539193,OAK CIRCLE CENTER - MISSISSIPPI STATE HOSPITAL,3550 HIGHWAY 468 WEST,WHITFIELD,MS,39193,(601) 351-8000,RANKIN,74,32.2413923,-90.06975006,http://www.msh.state.ms.us,N
7286,3539564,OCEAN SPRINGS HOSPITAL,3109 BIENVILLE BOULEVARD,OCEAN SPRINGS,MS,39564,(228) 818-1111,JACKSON,167,30.41413522,-88.78071444,http://srhshealth.com/osh_hospital.htm,Y
7287,7839759,OCH REGIONAL MEDICAL CENTER,400 HOSPITAL ROAD,STARKVILLE,MS,39759,(662) 323-4320,OKTIBBEHA,126,33.47617386,-88.82060544,http://www.och.org/,Y
7288,2939521,OCHSNER MEDICAL CENTER HANCOCK,149 DRINKWATER BOULEVARD,BAY ST. LOUIS,MS,39521,(228) 467-8600,HANCOCK,120,30.31677449,-89.35433795,http://www.hmc.org,N
7289,338654,PARKWOOD BEHAVIORAL HEALTH SYSTEM,8135 GOODMAN ROAD,OLIVE BRANCH,MS,38654,(662) 895-4900,DESOTO,194,34.96098244,-89.8456803,http://www.parkwoodbhs.com,N
7290,6639038,PATIENT’S CHOICE MEDICAL CENTER OF HUMPHREYS COUNTY,500 CCC ROAD,BELZONI,MS,39038,(662) 247-3831,HUMPHREYS,95,33.18305482,-90.47008105,http://teamhealthms.com/about_us.html,N
7291,9339153,PATIENTS CHOICE MEDICAL CENTER,327 MAGNOLIA DRIVE,RALEIGH,MS,39153,(601) 782-9997,SMITH,125,32.00013987,-89.51948724,http://teamhealthms.com/pcmc-smith_county.html,N
7292,8239470,PEARL RIVER COUNTY HOSPITAL,305 WEST MOODY STREET,POPLARVILLE,MS,39470,(601) 795-4543,PEARL RIVER,69,30.8565401,-89.54201063,NOT AVAILABLE,Y
7293,14066547,WAMEGO HEALTH CENTER,711 GENN DRIVE,WAMEGO,KS,66547,(785) 458-7201,POTTAWATOMIE,170,39.20483342,-96.31905781,http://www.wamegocityhospital.com,Y
7294,183043232,MOUNT CARMEL BEHAVIORAL HEALTHCARE LLC,4646 HILTON CORPORATE DRIVE,COLUMBUS,OH,43232,(614) 487-2080,FRANKLIN,159,39.93574786,-82.87038047,https://www.mountcarmelbehavioralhealth.com/?utm_source=yext&utm_medium=organic&utm_campaign=listing&utm_term=brand,N
7295,193114203,JOHN R. OISHEI CHILDREN'S HOSPITAL,818 ELLICOTT STREET,BUFFALO,NY,14203,(716) 878-7000,ERIE,108,42.90092192,-78.86749171,https://www.ochbuffalo.org/,N
7296,188444236,ASSURANCE HEALTH HUDSON LLC,6260 HUDSON CROSSING PKWY,HUDSON,OH,44236,(330) 208-9317,SUMMIT,133,41.23634145,-81.48796547,http://assurancehealthsystem.com/locations/hudson-oh/,N
7297,191445373,KETTERING HEALTH NETWORK TROY HOSPITAL,600 WEST MAIN STREET,TROY,OH,45373,(937) 980-7000,MIAMI,23,40.04323221,-84.20968643,https://www.ketteringhealth.org/troy/,N
7298,194973013,OKLAHOMA ER & HOSPITAL,15103 N. PENNSYLVANIA AVE,EDMOND,OK,73013,(713) 660-0557,OKLAHOMA,128,35.62421024,-97.55015379,https://okerhospital.com/,N
7299,8339476,PERRY COUNTY GENERAL HOSPITAL,206 BAY AVENUE,RICHTON,MS,39476,(601) 788-6316,PERRY,124,31.34633998,-88.93772537,http://www.pcghospital.com/,Y
7300,8638863,PONTOTOC HEALTH SERVICES,176 SOUTH MAIN STREET,PONTOTOC,MS,38863,(662) 489-5510,PONTOTOC,147,34.24296044,-88.99617961,http://www.nmhs.net/pontotoc/,Y
7301,8838646,QUITMAN COUNTY HOSPITAL,340 GETWELL DRIVE,MARKS,MS,38646,(662) 326-8031,QUITMAN,181,34.24695538,-90.2775025,http://qchospital.net/,Y
7302,1539301,REGENCY HOSPITAL OF MERIDIAN,1102 CONSTITUTION AVE.  2ND FLOOR,MERIDIAN,MS,39301,(601) 484-7900,LAUDERDALE,62,32.36806826,-88.69906394,http://www.regencyhospital.com,N
7303,4739301,RUSH FOUNDATION HOSPITAL,1314 19TH AVENUE,MERIDIAN,MS,39301,(601) 483-0011,LAUDERDALE,11,32.37003789,-88.69753011,http://www.rushhealthsystems.org/rfh/,N
7304,9039074,S. E. LACKEY CRITICAL ACCESS HOSPITAL & SWINGBED,330 NORTH BROAD STREET,FOREST,MS,39074,(601) 469-4151,SCOTT,73,32.36603131,-89.47023244,http://www.lackeymemorialhospital.com,Y
7305,9139117,SCOTT REGIONAL HOSPITAL,317 HIGHWAY 13 SOUTH,MORTON,MS,39117,(601) 732-6301,SCOTT,56,32.34409674,-89.67257121,http://www.scottregional.org/srh/,N
7306,1139211,SELECT SPECIALTY HOSPITAL - JACKSON,5903 RIDGEWOOD ROAD,JACKSON,MS,39211,(601) 899-3800,HINDS,119,32.38977004,-90.14337561,http://www.selectspecialtyhospitals.com/company/locations/jackson.,N
7307,839202,SELECT SPECIALTY HOSPITAL BELHAVEN,1225 NORTH STATE STREET,JACKSON,MS,39202,(601) 973-1660,HINDS,142,32.31526259,-90.17903678,https://belhaven.selectspecialtyhospitals.com/,N
7308,3139501,SELECT SPECIALTY HOSPITAL GULF COAST,1520 BROAD AVENUE,GULFPORT,MS,39501,(228) 575-7500,HARRISON,7,30.36996901,-89.11611762,http://www.selectspecialtyhospitals.com/company/locations/gulfcoas,Y
7309,6439159,SHARKEY-ISSAQUENA COMMUNITY HOSPITAL,47 SOUTH FOURTH STREET,ROLLING FORK,MS,39159,(662) 873-4395,SHARKEY,22,32.90473853,-90.88455527,NOT AVAILABLE,Y
7310,9239114,SIMPSON GENERAL HOSPITAL,1842 SIMPSON  HIGHWAY 149,MENDENHALL,MS,39114,(601) 847-2221,SIMPSON,43,31.96907265,-89.88649447,http://www.simpsongeneralhospital.com,Y
7311,1239581,SINGING RIVER HOSPITAL,2809 DENNY AVENUE,PASCAGOULA,MS,39581,(228) 809-5000,JACKSON,9,30.37639407,-88.53344391,http://www.mysrhs.com,Y
7312,3939441,SOUTH CENTRAL REGIONAL MEDICAL CENTER,1220 JEFFERSON STREET,LAUREL,MS,39441,(601) 426-4000,JONES,24,31.68495223,-89.1407941,http://www.scrmc.com,N
7313,9838751,SOUTH SUNFLOWER COUNTY HOSPITAL,121 EAST BAKER STREET,INDIANOLA,MS,38751,(662) 877-5235,SUNFLOWER,91,33.45751995,-90.65019353,NOT AVAILABLE,N
7314,1039216,ST. DOMINIC-JACKSON MEMORIAL HOSPITAL,969 LAKELAND DRIVE,JACKSON,MS,39216,(601) 200-2000,HINDS,34,32.33256579,-90.16485667,http://www.stdom.com,Y
7315,10038921,TALLAHATCHIE GENERAL HOSPITAL,201 SOUTH MARKET STREET,CHARLESTON,MS,38921,(662) 647-5535,TALLAHATCHIE,114,34.00405634,-90.05883233,www.mytgh.com/‎,Y
7316,7238967,TYLER HOLMES MEMORIAL HOSPITAL,409 TYLER HOLMES DRIVE,WINONA,MS,38967,(662) 283-4114,MONTGOMERY,8,33.4909256,-89.73855166,http://www.thmh.org/,Y
7317,3339216,UNIVERSITY HOSPITAL AND CLINICS - THE UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,2500 NORTH STATE STREET,JACKSON,MS,39216,(601) 984-4100,HINDS,58,32.32947228,-90.17314608,http://www.umc.edu,Y
7318,6038901,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER - GRENADA,960 AVENT DRIVE,GRENADA,MS,38901,(662) 227-7000,GRENADA,112,33.76223436,-89.81747987,http://www.glmc.net,Y
7319,10539667,WALTHALL COUNTY GENERAL HOSPITAL,100 HOSPITAL DRIVE,TYLERTOWN,MS,39667,(601) 876-2122,WALTHALL,148,31.12037143,-90.15576773,http://www.walthallhospitalms.org,Y
7320,11039367,WAYNE GENERAL HOSPITAL,950 MATTHEW DRIVE,WAYNESBORO,MS,39367,(601) 735-5151,WAYNE,52,31.67311763,-88.63391303,http://www.waynegeneralhospital.org,Y
7321,11538965,YALOBUSHA GENERAL HOSPITAL,630 S. MAIN STREET,WATER VALLEY,MS,38965,(662) 473-1411,YALOBUSHA,59,34.13125561,-89.6420887,http://yalobushageneral.com/,Y
7322,172761,SILOAM SPRINGS REGIONAL HOSPITAL,603 N. PROGRESS AVENUE,SILOAM SPRINGS,AR,72761,(479) 524-4141,BENTON,48,36.18993552,-94.50714921,http://www.ssrh.net/pages/home.aspx,Y
7323,7572031,OZARK HEALTH,2500 HIGHWAY 65 SOUTH,CLINTON,AR,72031,(501) 745-7000,VAN BUREN,157,35.57550987,-92.45293011,http://www.ozarkhealthinc.com,Y
7324,61172112,UNITY HEALTH HARRIS HOSPITAL,1205 MCLAIN STREET,NEWPORT,AR,72112,(870) 523-8911,JACKSON,136,35.60856885,-91.26506006,NOT AVAILABLE,Y
7325,3772956,BAPTIST HEALTH MEDICAL CENTER VAN BUREN,EAST MAIN & SOUTH 20TH STREETS,VAN BUREN,AR,72956,(479) 474-3401,CRAWFORD,18,35.43540066,-94.33879771,http://www.summitmedicalcenter.net,Y
7326,8672205,CHI ST. VINCENT INFIRMARY HEALTH SYSTEM,TWO ST. VINCENT CIRCLE,LITTLE ROCK,AR,72205,(501) 552-3000,PULASKI,187,34.75001981,-92.33939373,https://www.stvincenthealth.com/infirmary/index.html,Y
7327,1285375,BANNER DEL E. WEBB MEDICAL CENTER,14502 WEST MEEKER BLVD,SUN CITY WEST,AZ,85375,(715) 268-0300,MARICOPA,154,33.65968943,-112.3725059,http://www.bannerhealth.com/locations/arizona/banner+behavioral +health,Y
7328,6586040,BANNER PAGE HOSPITAL,501 NORTH NAVAJO DR,PAGE,AZ,86040,(928) 645-2424,COCONINO,191,36.91764799,-111.4635871,http://www.bannerhealth.com/locations/arizona/page+hospital,Y
7329,6485755,ORO VALLEY HOSPITAL,1551 E TANGERINE ROAD,ORO VALLEY,AZ,85755,(520) 901-3550,PIMA,92,32.42902276,-110.9487702,http://www.nmcorovalley.com,Y
7330,66985711,CARONDELET ST JOSEPHS HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,(520) 873-3000,PIMA,26,32.22650613,-110.8551215,NOT AVAILABLE,Y
7331,177585542,SAN CARLOS APACHE HEALTHCARE CORPORATION,103 MEDICINE WAY ROAD,PERIDOT,AZ,85542,(928) 475-1200,GILA,86,33.29575753,-110.4178759,http://www.scahealth.org/,Y
7332,169772032,BAPTIST HEALTH MEDICAL CENTER-CONWAY,1555 EXCHANGE AVENUE,CONWAY,AR,72032,(501) 585-2000,FAULKNER,80,35.05671664,-92.41957062,NOT AVAILABLE,Y
7333,66885222,BANNER CASA GRANDE MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,85222,(520) 381-6300,PINAL,165,32.88115523,-111.7107486,NOT AVAILABLE,Y
7334,9580487,UC HEALTH YAMPA VALLEY MEDICAL CENTER,1024 CENTRAL PARK DR,STEAMBOAT SPRINGS,CO,80487,(970) 879-1322,ROUTT,178,40.46320642,-106.8148581,http://www.yvmc.org,Y
7335,155180045,UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT PAVILION,12605 EAST 16TH AVENUE,AURORA,CO,80045,(720) 848-0000,ADAMS,188,39.7423045,-104.8411221,NOT AVAILABLE,Y
7336,106511,YALE-NEW HAVEN HOSPITAL SAINT RAPHAEL CAMPUS,1450 CHAPEL ST,NEW HAVEN,CT,6511,(203) 789-3000,NEW HAVEN,31,41.30999936,-72.94248292,http://www.ynhh.org/src/,Y
7337,206105,ST FRANCIS HOSPITAL & MEDICAL CENTER,114 WOODLAND STREET,HARTFORD,CT,6105,(860) 714-4000,HARTFORD,195,41.77381387,-72.69868009,http://www.saintfranciscare.com,Y
7338,119963,BAYHEALTH MILFORD MEMORIAL HOSPITAL,21 W CLARK AVE,MILFORD,DE,19963,(302) 422-3311,SUSSEX,12,38.90704797,-75.4329078,http://www.bayhealth.org/milford-memorial-hospital/bayhealthcontentpage.aspx?nd=946,Y
7339,233701,JOHN HOPKINS ALL CHILDREN'S HOSPITAL,501 6TH AVE S,SAINT PETERSBURG,FL,33701,(727) 898-7451,PINELLAS,129,27.76463752,-82.64075371,http://www.allkids.org,Y
7340,6481301,ANIMAS SURGICAL HOSPITAL  LLC,575 RIVERGATE LANE,DURANGO,CO,81301,(970) 247-3537,LA PLATA,54,37.24908273,-107.8711524,www.animassurgical.com,N
7341,5281601,VALLEY VIEW HOSPITAL ASSOCIATION,1906 BLAKE AVE,GLENWOOD SPRINGS,CO,81601,(970) 945-6535,GARFIELD,189,39.53232148,-107.3221054,http://www.vvh.org,Y
7342,191377479,SUGARLAND REHAB HOSPITAL,7622 BRANFORD PL,SUGAR LAND,TX,77479,(281) 766-9002,FORT BEND,137,29.58725739,-95.64269436,https://sugarlandrehabhospital.com/,N
7343,187529405,SHERIFF AL CANNON DETENTION CENTER,3841 LEEDS AVE,N CHARLESTON,SC,29405,(843) 529-7300,CHARLESTON,36,32.845663,-80.013529,https://www.charlestoncounty.org/departments/sheriff/detention.php,N
7344,89431792,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,GA,31792,(717) 765-4000,THOMAS,127,30.82529031,-83.97225237,NOT AVAILABLE,N
7345,18830909,DOCTORS HOSPITAL,3651 WHEELER ROAD,AUGUSTA,GA,30909,(706) 651-6008,RICHMOND,3,33.48615997,-82.09443245,http://www.doctors-hospital.net,Y
7346,1996793,MAUI MEMORIAL MEDICAL CENTER,221 MAHALANI ST,WAILUKU,HI,96793,(808) 442-5101,MAUI,143,20.88451359,-156.489331,http://www.mmmc.hhsc.org,Y
7347,1267045,GREENWOOD COUNTY HOSPITAL,100 W 16TH STREET,EUREKA,KS,67045,(620) 583-7451,GREENWOOD,99,37.83569758,-96.2938025,http://www.gwch.org,N
7348,367831,ASHLAND HEALTH CENTER,709 OAK STREET,ASHLAND,KS,67831,(620) 635-2241,CLARK,17,37.18918011,-99.77242157,http://www.ashlandhc.org,Y
7349,1467003,ANTHONY MEDICAL CENTER,1101 E SPRING STREET,ANTHONY,KS,67003,(620) 842-5111,HARPER,51,37.15499259,-98.01734909,http://amcks.org/,Y
7350,5866044,LAWRENCE MEMORIAL HOSPITAL,325 MAINE ST,LAWRENCE,KS,66044,(913) 505-6100,DOUGLAS,152,38.97887459,-95.24868534,http://www.lmh.org,Y
7351,7570601,LAKE CHARLES MEMORIAL HOSPITAL,1701 OAK PARK BLVD,LAKE CHARLES,LA,70601,(337) 494-3000,CALCASIEU,177,30.20431873,-93.19744375,http://www.lcmh.com,Y
7352,19170433,ST. TAMMANY PARISH HOSPITAL,1202 S TYLER ST,COVINGTON,LA,70433,(985) 898-4000,ST. TAMMANY,64,30.46866389,-90.11292956,http://www.stph.org,Y
7353,2104401,EASTERN MAINE MEDICAL CENTER,489 STATE STREET,BANGOR,ME,4401,(207) 973-7000,PENOBSCOT,168,44.80866031,-68.7507772,http://www.emh.org,Y
7354,1504915,WALDO COUNTY GENERAL HOSPITAL,118 NORTHPORT AVENUE,BELFAST,ME,4915,(207) 338-2500,WALDO,97,44.41249147,-68.99395042,http://www.wchi.com,Y
7355,2004457,PENOBSCOT VALLEY HOSPITAL,7 TRANSALPINE ROAD,LINCOLN,ME,4457,(207) 794-3321,PENOBSCOT,193,45.34792858,-68.51733351,http://www.pvhme.org,Y
7356,404011,MID COAST HOSPITAL,123 MEDICAL CENTER DRIVE,BRUNSWICK,ME,4011,(207) 729-0181,CUMBERLAND,21,43.90629637,-69.89018159,http://www.midcoasthealth.com,Y
7357,2304268,STEPHENS MEMORIAL HOSPITAL,181 MAIN STREET,NORWAY,ME,4268,(207) 743-5933,OXFORD,197,44.21016533,-70.53240982,http://wmhcc.org/,Y
7358,5304330,MAINEGENERAL MEDICAL CENTER,35 MEDICAL CENTER PARKWAY,AUGUSTA,ME,4330,(207) 872-1000,KENNEBEC,40,44.362584,-69.78044589,https://www.mainegeneral.org/,Y
7359,1304654,DOWN EAST COMMUNITY HOSPITAL,11 HOSPITAL DR,MACHIAS,ME,4654,(207) 255-3356,WASHINGTON,146,44.71396912,-67.47585524,http://www.dech.org,Y
7360,3904009,BRIDGTON HOSPITAL,10 HOSPITAL DRIVE,BRIDGTON,ME,4009,(207) 647-6000,CUMBERLAND,93,44.04613866,-70.71374836,http://www.bridgtonhospital.org,Y
7361,6764131,RESEARCH MEDICAL CENTER - BROOKSIDE CAMPUS,6601 ROCKHILL ROAD,KANSAS CITY,MO,64131,(816) 276-4000,JACKSON,173,39.00723164,-94.57773096,http://www.researchmedicalcenter.com,Y
7362,13163026,SSM ST. CLARE HEALTH CENTER,1015 BOWLES AVE,FENTON,MO,63026,(636) 496-2000,ST. LOUIS,166,38.52792366,-90.47641436,https://www.ssmhealth.com/locations/st-clare-hospital-fenton?utm_id=gmb18-13,Y
7363,165201,BOONE HOSPITAL CENTER,1600 EAST BROADWAY,COLUMBIA,MO,65201,(573) 815-8000,BOONE,183,38.94929679,-92.31581308,http://www.boone.org,Y
7364,18863110,BARNES-JEWISH HOSPITAL - NORTH,ONE PARKVIEW PLACE,ST. LOUIS,MO,63110,(314) 747-3000,ST. LOUIS CITY,78,38.63637879,-90.26458281,http://www.barnesjewish.org,Y
7365,8539649,SOUTHWEST MS REGIONAL MEDICAL CENTER,215 MARION AVENUE,MCCOMB,MS,39649,(601) 249-5500,PIKE,15,31.25101023,-90.47395559,http://www.smrmc.com,Y
7366,2239773,NORTH MISSISSIPPI MEDICAL CENTER WEST POINT,835 MEDICAL CENTER DRIVE,WEST POINT,MS,39773,(662) 495-2300,CLAY,138,33.61939639,-88.66237784,http://www.nmhs.net/westpoint/,Y
7367,7938606,PANOLA MEDICAL CENTER,303 MEDICAL CENTER,BATESVILLE,MS,38606,(662) 563-5611,PANOLA,149,34.30629814,-89.91460188,https://www.panolamedicalcenter.org/,Y
7368,139120,NATCHEZ COMMUNITY HOSPITAL,129 JEFFERSON DAVIS BOULEVARD,NATCHEZ,MS,39120,(601) 445-6205,ADAMS,185,31.52490817,-91.38682399,http://www.natchezcommunityhospital.com/default.aspx,N
7369,4182901,ASPEN MOUNTAIN MEDICAL CENTER,4401 COLLEGE DR,ROCK SPRINGS,WY,82901,(307) 352-8900,SWEETWATER,117,41.60276094,-109.246393,http://aspenmountainmc.com/,N
7370,184575605,EVEREST REHABILITATION HOSPITAL LONGVIEW,701 E LOOP 281,LONGVIEW,TX,75605,(430) 240-4600,GREGG,132,32.53463669,-94.71230138,NOT AVAILABLE,N
7371,190577055,TRINITY HOSPITAL,9430 OLD KATY ROAD,HOUSTON,TX,77055,(713) 461-1000,HARRIS,68,29.78536712,-95.52502672,NOT AVAILABLE,N
7372,183678401,PAM SPECIALTY HOSPITAL OF CORPUS CHRISTI BAYFRONT,345 S WATER ST 3RD FLOOR,CORPUS CHRISTI,TX,78401,(361) 500-0565,NUECES,1,27.78937914,-97.39524168,NOT AVAILABLE,N
7373,185446360,FRANCISCAN HEALTH MICHIGAN CITY,3500 FRANCISCAN WAY,MICHIGAN CITY,IN,46360,(219) 879-8511,LAPORTE,29,41.659675,-86.898189,franciscanhealth.org,Y
7374,4082443,GOTTSCHE REHABILITATION CENTER,148 EAST ARAPAHOE,THERMOPOLIS,WY,82443,(307) 864-2147,HOT SPRINGS,106,43.6479338,-108.1996817,http://www.gottsche.org/wordpress/,N
7375,190846037,IU HEALTH SAXONY HOSPITAL,13000 EAST 136TH STREET,FISHERS,IN,46037,(317) 678-2000,HAMILTON,66,39.987097,-85.930289,iuhealth.org,Y
7376,195337650,UNICOI COUNTY HOSPITAL,2030 TEMPLE HILL ROAD,ERWIN,TN,37650,(423) 735-4700,UNICOI,90,36.118445,-82.444649,https://www.balladhealth.org/hospitals/unicoi-county-hospital-erwin,N
7377,23677619,RENAISSANCE HOSPITAL GROVES,5500 39TH STREET,GROVES,TX,77619,(435) 722-4691,JEFFERSON,134,29.93896657,-93.92228257,NOT AVAILABLE,N
7378,3982240,ST JOSEPH'S CHILDREN'S HOME,SOUTH 82240  1419 MAIN ST,TORRINGTON,WY,82240,(307) 532-4197,GOSHEN,46,42.05906863,-104.1828496,http://www.stjoseph-wy.org/,N
7379,4282609,SUMMIT MEDICAL CENTER LLC,6350 EAST 2ND ST,CASPER,WY,82609,(307) 232-6600,NATRONA,175,42.84168021,-106.2308097,http://summitmedicalcasper.com/,N
7380,185272301,BAPTIST MEMORIAL HOSPITAL-CRITTENDEN INC.,2100 NORTH SEVENTH STREET,WEST MEMPHIS,AR,72301,(870) 394-7800,CRITTENDEN,101,35.16795985,-90.17783336,https://www.baptistonline.org/locations/crittenden,Y
7381,1782609,WYOMING BEHAVIORAL HEALTH,2521 EAST 15TH STREET,CASPER,WY,82609,(307) 237-7444,NATRONA,53,42.83476414,-106.2938727,http://www.wbihelp.com,N
7382,192772034,CONWAY BEHAVIORAL HEALTH,2255 STURGIS ROAD,CONWAY,AR,72034,(501) 205-0011,FAULKNER,38,35.03810928,-92.42399239,https://www.conwaybh.com/?utm_source=yext&utm_medium=organic&utm_campaign=listing&utm_term=brand,N
7383,187672401,ARKANSAS CONTINUED CARE HOSPITAL OF JONESBORO,3024 RED WOLF BOULEVARD,JONESBORO,AR,72401,(870) 819-4040,CRAIGHEAD,150,35.808393,-90.666568,https://arkansascontinuedcarehospital.com/,Y
7384,2182601,WYOMING RECOVER LLC,231 SOUTH WILSON,CASPER,WY,82601,(307) 265-3791,NATRONA,196,42.84790427,-106.3071222,http://www.wyomingrecovery.com/,Y
7385,128243953,LIFE LINE HOSPITAL,200 SCHOOL STREET,WINTERSVILLE,OH,43953,(740) 346-2600,JEFFERSON,81,40.3724339,-80.70122136,http://www.llhospital.com/,N
7386,459422,TETON MEDICAL CENTER,915 4TH ST NW,CHOTEAU,MT,59422,(406) 466-5763,TETON,110,47.81409763,-112.1927115,http://www.tetonmedicalcenter.net,Y
7387,3459072,ROUNDUP MEMORIAL HEALTHCARE,1202 3RD ST W,ROUNDUP,MT,59072,(406) 323-2301,MUSSELSHELL,82,46.45371666,-108.5457052,http://www.rmhmt.org/,N
7388,559427,NORTHERN ROCKIES MEDICAL CENTER,802 2ND ST SE,CUT BANK,MT,59427,(406) 873-2251,GLACIER,45,48.62850987,-112.3270235,http://www.nmrcinc.org,Y
7389,759840,MARCUS DALY MEMORIAL HOSPITAL,1200 WESTWOOD DR,HAMILTON,MT,59840,(406) 363-2211,RAVALLI,63,46.24813858,-114.1720871,http://www.mdmh.org,N
7390,4659255,POPLAR COMMUNITY HOSPITAL,211 H STREET EAST,POPLAR,MT,59255,(406) 768-3452,ROOSEVELT,171,48.11532759,-105.1928975,http://www.nemhs.net/index.php/facilities/critical-access-hospital/96-poplar-hospital,N
